,adult,belongs_to_collection,collection_name,budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,date_grp,cpi_index,cpi_current,inflation_rate,budget_diff,budget_adj,revenue_diff,revenue_adj,original_language_full
22473,False,784733,The Third Gangster Collection,0.0,Drama,104353,ja,新・第三の極道II,0.6,1996-03-20,0.0,85,Released,New Third Gangster II,0.0,0,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22475,False,974638,Opowieści weekendowe,0.0,Drama,313309,pl,Damski interes,0.84,1996-03-19,0.0,56,Released,Weekend Stories: A Woman's Business,5.0,4,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Polish
22477,False,160468,The Frogtown Collection,0.0,Action,146026,en,Toad Warrior,1.22,1996-03-19,0.0,80,Released,Toad Warrior,2.0,2,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,English
22479,False,492873,The Rockford Files Collection,0.0,Crime,208391,en,The Rockford Files: Godfather Knows Best,0.91,1996-03-18,0.0,86,Released,The Rockford Files: Godfather Knows Best,6.5,2,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,English
22482,False,166018,M.D. Geist Collection,0.0,Science Fiction,71449,ja,装鬼兵MDガイスト2,2.04,1996-03-12,0.0,45,Released,M.D. Geist II: Death Force,4.5,8,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22485,False,977719,Ultraman Zearth Collection,0.0,Action,336396,ja,ウルトラマンゼアス,1.25,1996-03-09,0.0,51,Released,Ultraman Zearth,7.5,2,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22489,False,672767,Angel of Darkness Collection,0.0,Horror,40357,ja,淫獣教師　III　実写版,4.59,1996-03-08,0.0,72,Released,Angel of Darkness 3,2.5,2,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22490,False,1000324,Be-Bop High School V-Cinema Season 1,0.0,no_genre,915108,ja,BE-BOP-HIGHSCHOOL 1 舌先三寸歩武堂々,0.6,1996-03-08,0.0,73,Released,Be-Bop High School 1,0.0,0,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22491,False,599649,The Wives Collection,0.0,no_genre,288990,no,Hustruer III,0.6,1996-03-08,0.0,76,Released,Wives III,4.0,1,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Norwegian
22492,False,8917,Hellraiser Collection,4000000.0,Horror,8766,en,Hellraiser: Bloodline,17.76,1996-03-08,16675000.0,86,Released,Hellraiser: Bloodline,5.25,425,Mar-96,155.7,296.797,0.47539901,1901596.04,5901596.04,7927278.49,24602278.49,English
22494,False,43058,Homeward Bound Collection,0.0,Adventure,25059,en,Homeward Bound II: Lost in San Francisco,14.11,1996-03-08,32709423.0,89,Released,Homeward Bound II: Lost in San Francisco,6.52,395,Mar-96,155.7,296.797,0.47539901,0.0,0.0,15550027.32,48259450.32,English
22498,False,256374,Zero Woman Collection,0.0,Action,123835,ja,Zero WOMAN ＩＩＩ　警視庁０課の女,2.12,1996-03-05,0.0,86,Released,Zero Woman: Assassin Lovers,2.0,1,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22500,False,386410,Dragon Ball Collection,0.0,Animation,39148,ja,ドラゴンボール 最強への道,21.71,1996-03-04,0.0,80,Released,Dragon Ball: The Path to Power,7.35,289,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22503,False,148065,Doraemon Collection,0.0,Animation,106164,ja,ドラえもん のび太と銀河超特急,18.96,1996-03-02,0.0,97,Released,Doraemon: Nobita and the Galaxy Super-express,7.93,36,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22506,False,514490,Suit Yourself or Shoot Yourself Collection,0.0,no_genre,378164,ja,勝手にしやがれ！！　逆転計画,1.7,1996-03-01,0.0,80,Released,Suit Yourself or Shoot Yourself: The Gamble,0.0,0,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,Japanese
22507,False,1006007,Cyber Vengeance Collection,0.0,Action,69999,en,Absolute Aggression,0.69,1996-03-01,0.0,80,Released,Absolute Aggression,1.5,2,Mar-96,155.7,296.797,0.47539901,0.0,0.0,0.0,0.0,English
22510,False,36694,Bloodsport Collection,0.0,Action,25087,en,Bloodsport II,11.76,1996-03-01,684351.0,90,Released,Bloodsport II,5.39,96,Mar-96,155.7,296.797,0.47539901,0.0,0.0,325339.79,1009690.79,English
22512,False,707959,Sanctuary Collection,0.0,no_genre,707900,ja,サンクチュアリ PART3,1.88,1996-02-25,0.0,82,Released,Sanctuary - Part 3,0.0,0,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,Japanese
22513,False,424202,Trainspotting Collection,4000000.0,Drama,627,en,Trainspotting,23.32,1996-02-23,16491080.0,94,Released,Trainspotting,7.97,8571,Feb-96,154.9,296.797,0.478094455,1912377.82,5912377.82,7884293.91,24375373.91,English
22515,False,821798,The Children of Golzow,0.0,Documentary,440224,de,Die Geschichte vom Onkel Willy aus Golzow,0.6,1996-02-18,0.0,146,Released,Die Geschichte vom Onkel Willy aus Golzow,7.0,2,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,German
22516,False,284733,The Gingko Bed Collection,0.0,Fantasy,87859,ko,은행나무 침대,2.14,1996-02-17,0.0,88,Released,The Gingko Bed,5.3,12,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,Korean
22519,False,514490,Suit Yourself or Shoot Yourself Collection,0.0,Comedy,377594,ja,勝手にしやがれ！！黄金計画,0.85,1996-02-16,0.0,80,Released,Suit Yourself or Shoot Yourself: The Loot,0.0,0,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,Japanese
22521,False,736172,"Bullets, Bombs, and Babes",0.0,Action,67396,en,Day of the Warrior,5.31,1996-02-14,0.0,96,Released,Day of the Warrior,4.6,34,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,English
22523,False,1011328,Shura ga Yuku Collection,0.0,Action,937875,ja,修羅がゆく2 戦争勃発,0.84,1996-02-10,0.0,90,Released,Shura ga Yuku 2,0.0,0,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,Japanese
22524,False,269098,Police Story Collection,0.0,Action,9404,cn,警察故事4之簡單任務,23.61,1996-02-10,21890845.0,107,Released,Police Story 4: First Strike,6.46,375,Feb-96,154.9,296.797,0.478094455,0.0,0.0,10465891.61,32356736.61,Chinese
22530,False,974282,Demon Beast Collection,0.0,Animation,300537,ja,妖獣教室外伝 2,1.42,1996-02-09,0.0,45,Released,Demon Beast Resurrection Volume 2,0.0,0,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,Japanese
22533,False,221540,Freeway Speedway Collection,0.0,no_genre,108657,ja,首都高速トライアルMAX,1.43,1996-02-09,0.0,95,Released,Megalopolis Express Way Trial Max,0.0,0,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,Japanese
22534,False,1006256,Shameless School (Live Action) Collection,0.0,no_genre,1006271,ja,平成ハレンチ学園,0.84,1996-02-02,0.0,82,Released,Modern-Era Shameless School,0.0,0,Feb-96,154.9,296.797,0.478094455,0.0,0.0,0.0,0.0,Japanese
22535,False,137913,The Hunters Collection,17500000.0,Thriller,16003,sv,Jägarna,7.26,1996-02-02,0.0,113,Released,The Hunters,6.41,90,Feb-96,154.9,296.797,0.478094455,8366652.96,25866652.96,0.0,0.0,Swedish
22538,False,660895,Cagney & Lacey Collection,0.0,no_genre,176186,en,Cagney & Lacey: True Convictions,0.68,1996-01-29,0.0,92,Released,Cagney & Lacey: True Convictions,10.0,1,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22539,False,666057,Bloodhounds Collection,0.0,Comedy,437456,en,Bloodhounds II,0.6,1996-01-26,0.0,87,Released,Bloodhounds II,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22542,False,724715,Weather Woman Collection,0.0,Comedy,68753,ja,お天気お姉さんR,1.42,1996-01-25,0.0,85,Released,Weather Woman Returns,4.0,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Japanese
22543,False,155408,Young And Dangerous Collection,0.0,Action,39828,cn,古惑仔之人在江湖,6.41,1996-01-25,0.0,99,Released,Young and Dangerous,6.9,43,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Chinese
22545,False,784733,The Third Gangster Collection,0.0,Drama,104351,ja,新・第三の極道,0.6,1996-01-20,0.0,86,Released,New Third Gangster,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Japanese
22547,False,10924,From Dusk Till Dawn Collection,19000000.0,Horror,755,en,From Dusk Till Dawn,25.13,1996-01-19,25836616.0,108,Released,From Dusk Till Dawn,7.01,5104,Jan-96,154.4,296.797,0.479779108,9115803.06,28115803.06,12395868.59,38232484.59,English
22551,False,142717,The Cremaster Cycle,0.0,Comedy,23984,en,Cremaster 1,2.33,1996-01-17,0.0,41,Released,Cremaster 1,6.16,34,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22553,False,48188,Poison Ivy Collection,0.0,Drama,18220,en,Poison Ivy 2: Lily,13.67,1996-01-16,0.0,106,Released,Poison Ivy 2: Lily,4.8,102,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22556,False,492873,The Rockford Files Collection,0.0,Crime,182376,en,The Rockford Files: If the Frame Fits...,1.5,1996-01-14,0.0,92,Released,The Rockford Files: If the Frame Fits...,6.5,4,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22559,False,124935,The Lawnmower Man Collection,15000000.0,Science Fiction,11525,en,Lawnmower Man 2: Beyond Cyberspace,7.95,1996-01-12,2409225.0,92,Released,Lawnmower Man 2: Beyond Cyberspace,2.87,110,Jan-96,154.4,296.797,0.479779108,7196686.62,22196686.62,1155895.82,3565120.82,English
22563,False,933091,Jack Reed Collection,0.0,TV Movie,760908,en,Jack Reed: A Killer Among Us,1.14,1996-01-07,0.0,96,Released,Jack Reed: A Killer Among Us,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22564,False,592173,Animal Instincts,0.0,Drama,101314,en,Animal Instincts III,7.84,1996-01-06,0.0,96,Released,Animal Instincts III,4.14,7,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22566,False,174245,Alien Nation Collection,0.0,TV Movie,50291,en,Alien Nation: Millennium,3.07,1996-01-02,0.0,90,Released,Alien Nation: Millennium,5.0,14,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22569,False,393599,Hands On Drumming!,0.0,Documentary,301960,en,"Hands On Drumming! Volume 1, Number 4",0.6,1996-01-01,0.0,40,Released,"Hands On Drumming! Volume 1, Number 4",0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22570,False,696170,Camel Trophy Collection,0.0,Documentary,356063,en,Camel Trophy 1996 - Kalimantan,0.6,1996-01-01,0.0,49,Released,Camel Trophy 1996 - Kalimantan,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22571,False,978107,Century of Cinema Collection,0.0,Documentary,498524,ru,Русская идея,0.6,1996-01-01,0.0,52,Released,The Russian Idea,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Russian
22572,False,393599,Hands On Drumming!,0.0,Documentary,301957,en,"Hands On Drumming! Volume 1, Number 2",0.6,1996-01-01,0.0,56,Released,"Hands On Drumming! Volume 1, Number 2",0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22573,False,1068134,Snow Queen (Martin Gates) Collection,0.0,Family,150347,en,The Snow Queen's Revenge,0.86,1996-01-01,0.0,64,Released,The Snow Queen's Revenge,6.6,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22575,False,436154,La Blue Girl Collection,0.0,Action,40354,ja,淫獣学園2 魔性の娘（こ）誕生,1.89,1996-01-01,0.0,72,Released,La Blue Girl 2: Birth of the Demon Child,2.9,6,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Japanese
22577,False,436154,La Blue Girl Collection,0.0,Action,40355,ja,淫獣学園3 くノ一狩り,3.05,1996-01-01,0.0,73,Released,La Blue Girl 3: Lady Ninja,2.2,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Japanese
22578,False,973191,Facez of Death 2000,0.0,Horror,663240,en,America the Violent,0.6,1996-01-01,0.0,75,Released,America the Violent,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22579,False,293218,Justine Series,0.0,Comedy,102945,en,Justine: Seduction of Innocence,2.33,1996-01-01,0.0,83,Released,Justine: Seduction of Innocence,4.8,3,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22581,False,121067,Bloodfist Collection,0.0,Action,86845,en,Bloodfist VIII: Trained to Kill,1.79,1996-01-01,0.0,85,Released,Bloodfist VIII: Hard Way Out,4.8,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22582,False,829109,Illicit Dreams Collection,0.0,Thriller,29637,en,Illicit Dreams 2,1.54,1996-01-01,0.0,85,Released,Illicit Dreams 2,1.5,2,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22583,False,89188,Harry Palmer Collection,0.0,Thriller,23608,en,Midnight in Saint Petersburg,4.52,1996-01-01,0.0,86,Released,Midnight in Saint Petersburg,4.7,17,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22585,False,723682,Hochwürden Pfarrer Gustav Filmreihe,0.0,Comedy,289611,de,Hochwürdens Ärger mit dem Paradies,0.76,1996-01-01,0.0,87,Released,Hochwürdens Ärger mit dem Paradies,5.0,1,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,German
22586,False,293218,Justine Series,0.0,Comedy,104646,en,Justine: In the Heat of Passion,1.68,1996-01-01,0.0,89,Released,Justine: In the Heat of Passion,3.0,2,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22588,False,314638,Vice Academy Collection,0.0,Comedy,251453,en,Vice Academy 5,0.71,1996-01-01,0.0,89,Released,Vice Academy 5,2.5,4,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22590,False,216545,City Hunter,0.0,Action,38952,ja,シティーハンタースペシャル ザ・シークレット・サービス,4.1,1996-01-01,0.0,90,Released,City Hunter Special: The Secret Service,7.18,17,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Japanese
22594,False,726515,Strangled Collection,0.0,Horror,444901,en,Strangled 2,1.09,1996-01-01,0.0,90,Released,Strangled 2,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22595,False,726515,Strangled Collection,0.0,Horror,444903,en,Strangled 3: Blood Test,0.6,1996-01-01,0.0,90,Released,Strangled 3: Blood Test,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22596,False,107462,Osobennosti Natsionalnoy ... - Collection,0.0,Comedy,56549,ru,Операция «С новым годом»,1.09,1996-01-01,0.0,93,Released,Operation 'Happy New Year'!,4.8,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Russian
22597,False,610474,Trilogy of Lust Collection,0.0,Horror,105814,cn,孽欲追击档案之邪杀,7.43,1996-01-01,0.0,96,Released,The Imp,4.6,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Chinese
22598,False,721992,Project Shadowchaser Collection,0.0,Science Fiction,36258,fr,Orion's Key,3.16,1996-01-01,0.0,99,Released,Orion's Key,3.8,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,French
22599,False,760826,Night Eyes Collection,0.0,Thriller,91014,en,Night Eyes 4: Fatal Passion,1.74,1996-01-01,0.0,101,Released,Night Eyes 4: Fatal Passion,5.2,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22601,False,151274,Les robins des bois - Collection,0.0,Comedy,62636,en,Robin des Bois d'à peu près Alexandre Dumas,0.76,1996-01-01,0.0,105,Released,Robin des Bois d'à peu près Alexandre Dumas,6.4,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22602,False,751810,Eine fast perfekte... Trilogie,0.0,Comedy,64073,de,Ein fast perfekter Seitensprung,0.76,1996-01-01,0.0,105,Released,Ein fast perfekter Seitensprung,6.1,5,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,German
22603,False,786445,Virgin People Collection,0.0,Crime,493393,en,Virgin People 2,1.62,1996-01-01,0.0,116,Released,Virgin People 2,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22605,False,726515,Strangled Collection,0.0,Horror,444898,en,Strangled,0.6,1996-01-01,0.0,120,Released,Strangled,5.5,1,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,English
22606,False,926177,Aldo Giovanni e Giacomo Collection,0.0,Comedy,38288,it,I corti,5.23,1996-01-01,0.0,120,Released,I corti,8.11,331,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Italian
22607,False,689601,The Breakthrough,0.0,History,448881,zh,Turning Point: Push Forward into Mountain Da Bie Shan,0.6,1996-01-01,0.0,131,Released,The Breakthrough: March to Dabie Mountain,0.0,0,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Chinese
22609,False,689601,The Breakthrough,0.0,History,448871,zh,Turning Point: Fighting hard in Shan Dong,0.6,1996-01-01,0.0,140,Released,The Breakthrough: Battle of Southwest Lu,8.0,2,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Chinese
22611,False,914427,大进军（系列）,0.0,War,641546,zh,大进军——解放大西北,0.62,1996-01-01,0.0,150,Released,The Great Military March Forward: Liberate the Northwest,8.0,1,Jan-96,154.4,296.797,0.479779108,0.0,0.0,0.0,0.0,Chinese
22613,False,113592,The Urotsukidōji Collection,0.0,Animation,48630,ja,超神伝説うろつき童子 放浪篇[インフェルノ·ロード],6.2,1995-12-31,0.0,135,Released,Urotsukidōji IV: Inferno Road,5.6,6,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Japanese
22616,False,203029,Witchcraft Collection,0.0,Horror,28081,en,Witchcraft VII: Judgement Hour,0.79,1995-12-27,0.0,90,Released,Witchcraft VII: Judgement Hour,3.7,6,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22617,False,1019541,Bert,0.0,Family,36674,sv,Bert - den siste oskulden,3.26,1995-12-25,0.0,100,Released,Bert: The Last Virgin,4.81,26,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Swedish
22620,False,791651,The Wind in the Willows Collection,0.0,Animation,573429,en,The Adventures of Mole,0.6,1995-12-24,0.0,52,Released,The Adventures of Mole,6.0,1,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22623,False,711264,The Wind in the Willows - Collection,0.0,Family,59178,en,The Wind in the Willows,7.0,1995-12-24,0.0,74,Released,The Wind in the Willows,7.61,22,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22628,False,263101,Sailor Moon Collection,0.0,Animation,28460,ja,劇場版　美少女戦士セーラームーンSuperS　セーラー9戦士集結！ブラック・ドリーム・ホールの奇跡,19.42,1995-12-23,0.0,60,Released,Sailor Moon SuperS: The Movie: Black Dream Hole,8.09,117,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Japanese
22633,False,435347,Tora-san Series,0.0,Comedy,417866,ja,男はつらいよ　寅次郎紅の花,0.93,1995-12-23,0.0,107,Released,Tora-san to the Rescue,0.0,0,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Japanese
22634,False,117693,Balto Collection,31000000.0,Family,21032,en,Balto,18.93,1995-12-22,11348324.0,78,Released,Balto,7.3,1795,Dec-95,153.5,296.797,0.482811484,14967156.0,45967156.0,5479101.15,16827425.15,English
22637,False,119050,Grumpy Old Men Collection,25000000.0,Romance,15602,en,Grumpier Old Men,9.88,1995-12-22,71500000.0,101,Released,Grumpier Old Men,6.44,316,Dec-95,153.5,296.797,0.482811484,12070287.1,37070287.1,34521021.1,106021021.1,English
22639,False,89188,Harry Palmer Collection,0.0,Action,37237,en,Bullet to Beijing,5.45,1995-12-20,0.0,101,Released,Bullet to Beijing,4.43,22,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22643,False,1070399,The Bible Collection,0.0,Drama,2719,en,Moses,9.72,1995-12-20,0.0,182,Released,Moses,6.4,33,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22644,False,939227,Beavis and Butt-Head Collection,0.0,Animation,39354,en,Beavis and Butt-Head Do Christmas,1.67,1995-12-19,0.0,40,Released,Beavis and Butt-Head Do Christmas,7.3,22,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22646,False,829105,Indecent Behavior Collection,0.0,Drama,57772,en,Indecent Behavior III,1.45,1995-12-19,0.0,89,Released,Indecent Behavior III,4.5,6,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22648,False,98853,Cyborg Collection,0.0,Action,25391,en,Cyborg 3: The Recycler,2.85,1995-12-19,0.0,90,Released,Cyborg 3: The Recycler,3.74,23,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22651,False,707959,Sanctuary Collection,0.0,no_genre,707899,ja,サンクチュアリ PART2,0.6,1995-12-18,0.0,80,Released,Sanctuary - Part 2,0.0,0,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Japanese
22652,False,495527,Jumanji Collection,65000000.0,Adventure,8844,en,Jumanji,16.37,1995-12-15,262821940.0,104,Released,Jumanji,7.24,9380,Dec-95,153.5,296.797,0.482811484,31382746.46,96382746.46,126893450.86,389715390.86,English
22655,False,1048282,Heat Collection,60000000.0,Action,949,en,Heat,48.95,1995-12-15,187436818.0,170,Released,Heat,7.89,5998,Dec-95,153.5,296.797,0.482811484,28968689.04,88968689.04,90496648.24,277933466.24,English
22659,False,658925,Vacanze di Natale Collection,0.0,Comedy,42445,it,Vacanze di Natale '95,4.82,1995-12-14,0.0,96,Released,Christmas Vacation '95,5.43,188,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Italian
22660,False,283733,The Three Brothers Collection,7500000.0,Comedy,37653,fr,Les Trois Frères,4.93,1995-12-13,0.0,105,Released,The Three Brothers,6.99,643,Dec-95,153.5,296.797,0.482811484,3621086.13,11121086.13,0.0,0.0,French
22661,False,469688,Score series,0.0,Action,40035,ja,スコア,2.15,1995-12-11,0.0,88,Released,Score,5.0,4,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Japanese
22663,False,374511,Godzilla (Heisei) Collection,10000000.0,Action,12561,ja,ゴジラvsデストロイア,9.56,1995-12-09,18000000.0,103,Released,Godzilla vs. Destoroyah,7.8,186,Dec-95,153.5,296.797,0.482811484,4828114.84,14828114.84,8690606.71,26690606.71,Japanese
22666,False,96871,Father of the Bride (Steve Martin) Collection,0.0,Comedy,11862,en,Father of the Bride Part II,10.5,1995-12-08,76594107.0,106,Released,Father of the Bride Part II,6.23,622,Dec-95,153.5,296.797,0.482811484,0.0,0.0,36980514.46,113574621.46,English
22668,False,427954,Beach Babes Collection,0.0,Science Fiction,49595,en,Beach Babes 2: Cave Girl Island,2.36,1995-12-02,0.0,80,Released,Beach Babes 2: Cave Girl Island,4.6,4,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22669,False,313607,Rapeman Collection,0.0,no_genre,479336,ja,ＴＨＥ　レイプマン7,0.84,1995-12-01,0.0,75,Released,Rapeman 7,0.0,0,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,Japanese
22670,False,123251,Iron Eagle Collection,0.0,Action,28737,en,Iron Eagle IV,6.14,1995-12-01,0.0,96,Released,Iron Eagle IV,3.3,27,Dec-95,153.5,296.797,0.482811484,0.0,0.0,0.0,0.0,English
22672,False,768980,Mommy Collection,0.0,Horror,118427,en,Mommy,0.81,1995-11-28,0.0,89,Released,Mommy,4.0,4,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22673,False,978107,Century of Cinema Collection,0.0,Drama,341432,pt,Cinema de Lágrimas,0.6,1995-11-28,0.0,97,Released,Cinema de Lágrimas,4.6,5,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,Portuguese
22674,False,437795,Family of Cops Collection,0.0,Action,76392,en,Family of Cops,3.28,1995-11-26,0.0,87,Released,Family of Cops,7.08,37,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22677,False,847977,Akagi (V-Cinema) Collection,0.0,no_genre,85986,en,Touhaiden Akagi,0.6,1995-11-24,0.0,81,Released,Akagi the Gambler,6.0,1,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22678,False,894479,XX-Ray Collection,0.0,Action,217928,ms,XX Ray II,0.6,1995-11-24,0.0,103,Released,XX Ray II,10.0,1,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,Malay
22681,False,974279,Angel of Darkness (Animated) Collection,0.0,Animation,284039,ja,淫獣教師 4,0.6,1995-11-22,0.0,40,Released,Angel of Darkness Volume 4,5.0,1,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,Japanese
22683,False,892220,The King of Minami Collection,0.0,Crime,852913,ja,難波金融伝 ミナミの帝王7 銀次郎VS悪徳弁護士,0.6,1995-11-22,0.0,85,Released,The King of Minami 7,0.0,0,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,Japanese
22685,False,112839,Josh Kirby... Time Warrior! Adventures,0.0,Science Fiction,112835,en,Josh Kirby... Time Warrior: Trapped on Toyworld,0.6,1995-11-21,0.0,88,Released,Josh Kirby... Time Warrior: Trapped on Toyworld,7.7,3,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22688,False,23026,Ghost in the Shell (Animated) Collection,3000000.0,Action,9323,ja,GHOST IN THE SHELL,26.76,1995-11-18,515905.0,83,Released,Ghost in the Shell,7.94,2743,Nov-95,153.6,296.797,0.482474553,1447423.66,4447423.66,248911.03,764816.03,Japanese
22691,False,312735,Annie Collection,0.0,Music,21780,en,Annie: A Royal Adventure,5.0,1995-11-18,0.0,92,Released,Annie: A Royal Adventure,5.84,40,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22693,False,645,James Bond Collection,58000000.0,Adventure,710,en,GoldenEye,23.5,1995-11-16,352194034.0,130,Released,GoldenEye,6.86,3314,Nov-95,153.6,296.797,0.482474553,27983524.09,85983524.09,169924659.23,522118693.23,English
22696,False,739871,Playing Dangerous,0.0,Family,122041,en,Playing Dangerous,0.7,1995-11-14,0.0,86,Released,Playing Dangerous,3.7,3,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22700,False,982923,Midnight Tease Collection,0.0,Thriller,223771,en,Midnight Tease II,1.46,1995-11-14,0.0,91,Released,Midnight Tease II,5.8,4,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
